"Data Source","World Development Indicators",

"Last Updated Date","2020-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Congo, Dem. Rep.","COD","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62984305228.0304","57680364448.4064","51623921241.2037","44670669199.4626","42928514528.7495","43229013628.0989","42786706187.25","40383356962.663","39727469037.1319","38031050160.6014","35402751926.2926","34659232880.2685","35680905680.015","37671123197.9603","40209544343.8915","42676460668.3229","44947266419.7587","47760730566.9975","50734263154.0536","52182758842.1619","55891897117.2762","59734281098.2755","63967589236.2596","69393292416.4297","75965037128.357","81218921766.2939","83167671599.0109","86267287184.0017","91289010440.5752","95291603468.5568","",
"Congo, Rep.","COG","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12055206798.1213","12343973298.2842","12666391468.4146","12542300958.3488","11853342866.5422","12325737029.4178","12854570503.2617","12774253584.9905","13251698053.6854","12909512791.689","13887534949.5103","14415622617.386","15076127714.2647","15198736444.8231","15727140522.326","16946899635.3643","18300319435.4409","17089937258.7904","18167692952.9491","20281919861.3679","22296171157.2941","22788006714.0309","25054764640.0159","24876265864.8839","26357699107.2274","25504959572.1664","22905905911.3528","21844655233.9817","20489411288.9381","19763239853.9583","",
"Colombia","COL","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","277758466714.321","283318101284.81","294778118566.127","310653128660.111","328716557797.942","345817831573.624","352927343759.568","365033788121.461","367113692568.813","351680176971.512","361966335011.612","368039762021.214","377255405767.523","392037298336.517","412944733969.448","432884848680.696","461961155582.036","493088997641.53","509279309528.992","515083304281.752","538234542224.278","575630496826.409","598152821531.927","628861948628.814","657154636363.188","676579479297.132","690702280957.586","700091417478.529","717700988114.747","741099595597.791","",
"Comoros","COM","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1260037681.63424","1192050620.39762","1293744241.7243","1332634986.79212","1262314730.39102","1307886897.9753","1290993067.74693","1343022072.21687","1360246542.40171","1386423245.37004","1536820756.13278","1572673356.69498","1609237145.08807","1643093428.932","1674635233.08068","1722153809.46527","1767738454.02905","1781881110.28005","1853155855.61207","1912458939.12421","1985131106.15902","2066518443.36704","2132652673.14951","2228619360.89065","2275420510.95462","2300817402.70487","2377220186.60695","2467927827.4934","2552596610.30707","2603293974.50424","",
"Cabo Verde","CPV","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","590950869.91588","599248687.955453","664792395.551577","722684587.362298","861314583.224464","983721478.834905","1095339679.69081","1217124211.81706","1369475126.34107","1523166506.50571","1740748844.05487","1779596343.84245","1873041012.47782","1951264061.98706","2150235875.18399","2298870026.70153","2482406072.73531","2859004152.14208","3049142810.02218","3010405707.97542","3054562040.78161","3175794136.50919","3210153633.76823","3235924670.11487","3255703051.56755","3288483543.99645","3443232722.65619","3570702548.12283","3732496853.80917","3944045536.04386","",
"Costa Rica","CRI","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29789674111.7017","30464605349.6","33266301357.9208","35624056204.9438","37222602721.2751","38756730950.7483","39236468106.3156","41419956190.8309","44303489386.5138","46050532624.5948","47815726288.471","49484719641.1682","51113634464.7729","53288763341.2679","55599670429.1853","57751863241.0848","61931788757.8397","66990312947.6883","70105093354.6951","69424689553.9368","72862505654.7809","76000767845.3007","79646463816.3469","81453663903.8385","84317035962.769","87379204268.407","91089316437.2935","94605544822.0987","97122407363.4157","99146239079.8805","",
"Caribbean small states","CSS","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61363588718.9959","62703111488.2062","64506533615.2328","66748922487.8468","68617627115.285","70586963019.4701","72878409249.1246","75038149442.1624","76896910776.0533","79865372178.2088","82598180086.311","84396971779.0466","87467766823.5423","92683917829.6873","96452878200.7053","99766259346.5307","106584210680.032","110225452747.502","111788495637.995","108070247953.316","109655604824.534","111131121831.294","112568009728.777","113779003038.133","114334592852.531","115361746330.559","113652591562.72","114203773750.083","116132724632.097","117308068362.165","",
"Cuba","CUB","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3971608076.26385","3943975495.68254","3959635646.10695","3971046714.91907","3979324832.86722","4006242030.87365","4071781517.20447","4172352985.83484","4263645930.95931","4240992777.22543","4244483367.05985","4270485436.20861","4264553002.99991","4230687898.93278","4182507191.185","4194163626.69861","4152785279.13446","4080536556.8692","3992146786.37141","3856413795.63478","",
"Cayman Islands","CYM","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4077013206.12578","4205953858.83294","4190921721.99684","3889155124.98138","3783539796.28657","3827771748.60541","3874843912.66367","3924415976.26231","4028590749.05036","4142725657.04168","4276949033.63336","4409643995.52519","4591607316.49983","","",
"Cyprus","CYP","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14612268559.3519","14720326461.0754","16104037003.6152","16216765341.2516","17173554285.7207","18609687491.3842","18842044620.8359","19339643167.2038","20521459122.4572","21547113527.5131","22832465713.3299","23734932743.6211","24618573964.6928","25264389599.1856","26534264711.1845","27821973596.098","29133453762.8152","30618697178.2535","31735303498.3081","31095753872.3705","31722238690.6946","31849583792.5757","30751785304.1469","28736596748.3593","28210915566.3617","29118903352.2344","30993595379.2124","32591246150.5239","34299271175.298","35353985543.348","",
"Czech Republic","CZE","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","244647257932.191","216231620007.826","215136315235.98","215269493798.772","221532349488.669","235933754435.558","245997312069.532","244722231635.239","243849633903.766","247224876035.001","257116414118.077","264940406338.212","269099587423.725","278743278280.919","292162707220.858","311450171716.55","332525795172.26","351048608757.638","360479220536.868","343690509719.623","352059037361.22","358256542509.162","355444213249.003","355281051297.696","363317874251.88","382894824969.653","392609956092.691","412902882313.691","426038619722.868","435987939156.534","",
"Germany","DEU","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2927447021736.83","3076988671522.28","3136161519389.07","3105525931289.7","3179806759787.95","3228907634434.94","3254926911298.29","3313260436153","3379987274335.52","3443776461174.01","3544076552667.77","3603669082842.36","3596534760966.59","3571354820983.16","3613321387622.21","3639760319057.67","3778669657406.5","3891140064319.85","3928490305855.04","3704808497348.2","3859665139340.56","4011164433813.27","4027951060468.89","4045577024004.42","4134965805398.46","4196656663905","4290242101962.95","4401873171996.39","4457688713947.03","4482448985490.5","",
"Djibouti","DJI","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3558298198.27495","3809568964.23752","4102756651.78943","4375698707.43795","4612122077.43311","4999893743.45265","5388410349.65374","",
"Dominica","DMA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","547565321.166871","554938135.12555","566203300.55498","578445369.664618","578642046.860262","596175879.400821","614686686.855632","628119433.011696","651823700.916629","654136242.92292","669439808.778074","669019385.450045","650093639.688597","691396634.348225","712489034.793735","717164623.743555","750575598.662022","798265366.477826","855107782.912483","845105098.445889","850790928.608537","848888979.632194","839899243.272102","831500749.47769","868485465.15249","845113575.297132","866718860.859858","807786936.210854","826350528.092312","855741694.670553","",
"Denmark","DNK","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","201221192130.513","204025479074.154","208018271393.496","208040503618.395","219134185898.773","225768664609.243","232316181129.463","239891756614.77","245212936586.028","252441868297.338","261900518235.705","264056360203.377","265287775345.434","266322553012.478","273428622685.435","279817668831.599","290766956537.702","293410722897.183","291908410864.766","277585785358.819","282779390828.727","286559522854.709","287208579577.367","289889214926.728","294583662932.096","301484553624.298","311270612552.098","320053848546.237","327017088543.879","336335487707.118","",
"Dominican Republic","DOM","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44250527081.529","44668313517.8565","49680514935.0788","53339242933.601","54726252214.0402","57837675377.4547","61295110464.1484","66741345948.9245","71222678750.4898","75453340864.088","78970796249.18","80913095905.4196","84550223236.9493","83412425653.6629","85556236995.5103","93622681745.5968","102211959303.746","109791948850.923","113315726130.297","114387868731.209","123927417833.45","127810588053.094","131283671945.232","137684020201.426","147391382052.718","157601210759.503","168096190998.726","175940743804.625","188225854772.95","197735341218.265","",
"Algeria","DZA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","225296158602.015","222592603378.99","226599275366.401","221840688866.392","219844130315.372","228198195812.571","237554318349.172","240167415706.4","252415962576.868","260493277295.655","270392021832.892","278503782487.878","294099994307.198","315275193897.318","328832027234.901","348233116841.76","354153079828.072","366194284542.224","374982947371.239","380982674529.179","394698050812.229","406144294285.784","419953200291.5","431711889899.662","448116941715.849","464697268559.337","479567581153.234","485801959708.226","491631583224.726","495564635890.522","",
"East Asia & Pacific (excluding high income)","EAP","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3488432200586.4","3754255211775.95","4133794996410.68","4558986103188.27","5020704652359.49","5497477956643.51","5976523471703.05","6368879905564.65","6409202395182.28","6778967359999.12","7271926932022.78","7737188160665.9","8323858500436.13","9026441305760.05","9806683408209.33","10719360462889.9","11821328027281.2","13194169404273.4","14264368609502.7","15304205261674.3","16762393062498.8","18130440473362","19476478783310.6","20848315174936.1","22247254950586.2","23693845609154.8","25205572031025.3","26857568603796","28572340938403.8","30218214005112.6","",
"Early-demographic dividend","EAR","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9210288451719.61","9616890393428.39","10014965744097.8","10368866349783.9","10736895030828.3","11090291147293.4","11749493706575.6","12279784894389.5","12530478312936.1","12854988242470.5","13428255917718.5","13628063890617.7","13944768893502.8","14742119692481.6","15683995490819.4","16640128070340.6","17664183969657.2","18719138382765.5","19393581964684.9","19738668652526.5","21045987556798.8","22122751593617.4","23083386256165.4","24159521715180","25301849043302.5","26593001785551.6","27986159827060.8","29387028029015.9","30555518151690.8","31359474584041.9","",
"East Asia & Pacific","EAS","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9273317381944.35","9775712647666.41","10281561530272.1","10809585400053","11463012365784","12199654808463","12954591228921","13532499157681.1","13507915147670.4","14063407984138.4","14874979921768.6","15421381725802.2","16186950997955.4","17076231153262.1","18162823848140.4","19325024518721.2","20693536735545.3","22380812241791.4","23497622465742.9","24282337850589.4","26240354793462.3","27786579174013.9","29345640134683.6","30971764035479.7","32559316176817.9","34172457640287","35855568224163.1","37798532966670.6","39700367210964.2","41484852032849.6","",
"Europe & Central Asia (excluding high income)","ECA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5558356953568.18","5267322952100.82","4688184238964.16","4366328368941.03","3838267290059.11","3735138776879.47","3703216159744.65","3794777298389.75","3729420254836.07","3820496143801.05","4138510081817.24","4272050151818.57","4503130011073.67","4822297477126.48","5227497228085.62","5598986918998.94","6055554585940.79","6530421454295.36","6808847905366.4","6385007396343.29","6730116155025.62","7135473180542.91","7403623082577.5","7678304317228.64","7812292628815.12","7836258852058.4","7953665384776.24","8251308444747.3","8499700072673.96","8656670629583.97","",
"Europe & Central Asia","ECS","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19808969178355.6","19673075862893.9","19237445663135.6","18908212509185.4","18798228603012.9","19104993942900.7","19390352709306.5","19931621539545.8","20357809516677.2","20938909902142.5","21911911715922.4","22457953208060.4","22934611778292","23497730284897.4","24410382241455.4","25210100142612.4","26357161329114.2","27484724159453.1","27913222906532.2","26602560842296.8","27367455309589.6","28141033887571.8","28333722250732.5","28678326980393.7","29190397515914.8","29713843796764.8","30283403875398.2","31196964446706.8","31937415019963.2","32477239493913.5","",
